Base location,Destination,Mode of transport,CO2 Emission (in Kg)
Germany,Italy,Train,6245.781005
Japan,Italy,Train,1329.473797
China,Canada,Sea,692.1786684
China,London,Train,561.7897904
USA,Brazil,Air,4.240870124
Belgium,Brazil,Air,10.88819646
Belgium,Australia,Sea,537.9247889
USA,Canada,Air,10.08938674
Japan,Italy,Train,845.0604005
Germany,London,Sea,76.95871572
Japan,Canada,Train,652.6989456
Belgium,London,Sea,967.4377175
USA,Canada,Sea,1680.727842
Belgium,London,Air,24.06438478
Japan,London,Sea,604.1650331
Germany,Canada,Sea,67.73711249
China,Canada,Train,7613.413713
USA,Italy,Sea,959.4362004
China,Australia,Sea,269.0939924
Germany,Italy,Train,609.8867704
Japan,Brazil,Sea,344.7128924
USA,Australia,Sea,388.0964844
Japan,Italy,Sea,1156.717117
Japan,Australia,Sea,258.295611
Japan,Australia,Sea,575.1665209
USA,Brazil,Train,639.264981
USA,Australia,Sea,241.6227904
USA,Australia,Air,7.498792047
Belgium,Italy,Train,1014.591108
Germany,Australia,Train,4334.302033
Germany,Italy,Sea,128.6720807
Belgium,Brazil,Air,14.76582469
China,Canada,Air,9.193911446
Germany,Brazil,Sea,262.5367692
USA,Brazil,Train,411.1757078
Germany,Australia,Air,11.26005309
Belgium,Canada,Train,2180.073428
China,London,Train,643.4012642
Belgium,Italy,Sea,65.87902987
China,London,Train,1136.123991
Germany,Brazil,Sea,76.31998716
USA,London,Sea,9.077680733
China,Australia,Air,19.25122314
Germany,Brazil,Sea,68.6438925
Japan,Australia,Air,10.05015319
Germany,Italy,Train,3319.652805
USA,Australia,Train,2063.534178
Germany,Brazil,Air,15.53380295
Japan,Italy,Air,2.59529435
China,Australia,Sea,160.6245319
China,Canada,Train,1686.500228
China,Italy,Air,4.246981189
USA,London,Train,2515.765115
USA,Brazil,Sea,420.8816326
Japan,Australia,Air,4.641032258
USA,London,Sea,201.4988083
Germany,Italy,Air,4.877714726
China,Australia,Sea,791.5275213
Japan,Canada,Sea,206.6627151
Belgium,Australia,Air,6.515082516
Belgium,Australia,Sea,337.6490324
Japan,Australia,Air,10.22153865
Germany,Canada,Air,50.62937206
China,Brazil,Train,636.1386537
USA,Brazil,Sea,296.5365431
China,Italy,Air,22.50437559
USA,Australia,Train,3565.195117
USA,Canada,Air,15.86859563
USA,Canada,Train,1730.802376
China,Australia,Sea,126.7535567
China,London,Sea,551.0364471
Belgium,Brazil,Air,5.454960794
Belgium,London,Sea,179.5755929
Germany,Australia,Air,17.98316842
Belgium,Brazil,Train,594.8373338
Belgium,Brazil,Train,683.6806398
USA,London,Train,557.4994592
China,Brazil,Sea,357.275611
USA,London,Sea,149.4254794
China,Australia,Air,2.493878929
Germany,Italy,Sea,111.5963219
Belgium,Canada,Sea,432.0274232
Belgium,Brazil,Sea,433.59071
Belgium,London,Air,14.08106212
China,Australia,Sea,258.7468674
USA,Canada,Train,308.120983
China,Brazil,Train,3096.975342
Belgium,Brazil,Sea,260.6700541
Japan,Brazil,Air,35.18146707
USA,Australia,Train,2118.029458
Belgium,Italy,Sea,98.45931354
Belgium,Australia,Train,411.50908
Germany,London,Train,656.3026578
Germany,Canada,Train,989.0584817
USA,London,Air,5.081315663
Japan,London,Sea,325.5301028
Germany,London,Sea,103.4582546
China,London,Sea,247.1328799
China,London,Train,4007.898693
China,London,Air,2.166067114
USA,Australia,Air,11.46313462
Germany,Brazil,Sea,587.034971
Belgium,Australia,Air,9.326347484
USA,Italy,Sea,216.595512
Belgium,Italy,Train,649.4105494
China,Australia,Sea,378.2607799
Germany,Italy,Train,868.2392876
Japan,Australia,Air,30.91262478
China,Brazil,Train,1312.144939
USA,Brazil,Sea,478.7433275
Germany,Brazil,Train,687.6756451
Japan,Australia,Sea,266.0187447
USA,Australia,Sea,225.5729924
Germany,Canada,Train,5390.603421
Japan,Italy,Sea,191.3575929
USA,Canada,Air,5.703548994
Japan,Canada,Air,8.452715257
China,Canada,Sea,136.1868541
Japan,London,Train,1274.991299
China,Canada,Air,0.822939485
Japan,Brazil,Air,20.74060016
China,Australia,Train,466.272438
China,London,Sea,424.3837675
Belgium,Italy,Air,19.41148395
Germany,Italy,Train,3206.141455
Germany,Canada,Air,21.34285379
Germany,London,Sea,476.3655811
China,London,Air,25.41235276
USA,Australia,Sea,227.464125
Germany,Australia,Sea,244.8982027
USA,London,Air,10.17816104
Germany,Canada,Sea,144.0286675
Germany,London,Sea,352.2030811
Japan,London,Train,3230.880851
Belgium,Canada,Sea,615.2384453
China,Italy,Train,561.7751237
USA,Italy,Train,2058.151562
Belgium,London,Sea,453.9410122
Japan,Australia,Air,10.70723781
China,Brazil,Sea,33.06150883
Germany,Canada,Air,4.720123113
Germany,Australia,Air,16.80965601
Japan,Brazil,Air,5.411134688
Germany,Australia,Sea,67.39009273
USA,Italy,Air,12.52952195
Belgium,Italy,Train,1302.498404
Belgium,Australia,Air,35.56726625
Germany,Italy,Train,4068.32954
USA,London,Train,3169.395507
Germany,Canada,Sea,801.9031379
Germany,Italy,Train,1294.394214
USA,Australia,Air,35.3928493
Germany,Canada,Sea,490.3441756
Germany,Italy,Air,10.15611865
Japan,London,Sea,26.35502872
China,London,Train,5234.277193
Germany,Italy,Train,2390.052492
China,London,Train,821.1903067
Japan,Brazil,Air,1.979941854
Japan,Canada,Air,18.92242393
Belgium,London,Train,1011.581342
Japan,London,Air,6.916206778
Germany,Italy,Sea,421.2784615
Belgium,Canada,Train,1739.43671
USA,London,Air,15.47856477
Belgium,Australia,Sea,791.3497827
USA,Brazil,Air,17.94330336
Japan,Brazil,Train,2268.062967
Germany,Canada,Sea,1119.452649
Japan,London,Air,32.19156729
Germany,London,Train,460.7025389
Belgium,Australia,Sea,1060.730619
Germany,Canada,Air,35.50825581
Japan,Italy,Train,1442.894981
China,Canada,Sea,209.8620274
Germany,Canada,Air,7.357028186
Germany,London,Air,7.473622712
Germany,Canada,Sea,349.5044683
USA,Canada,Sea,277.6275403
Belgium,Brazil,Train,3365.912112
Belgium,London,Train,88.0903691
USA,Italy,Train,9676.875344
USA,Brazil,Air,4.125272464
Belgium,Australia,Air,2.701279009
Belgium,London,Train,447.8680432
Germany,Italy,Sea,287.5729826
Germany,Canada,Air,3.738530735
USA,Italy,Train,3814.449324
China,London,Sea,31.35997534
China,Brazil,Train,544.7116098
Belgium,Brazil,Train,2241.155232
USA,Australia,Air,8.192115286
China,London,Air,22.33514156
Belgium,Italy,Train,2545.58448
China,London,Air,3.185055236
Belgium,Italy,Sea,354.083648
Belgium,Australia,Train,937.250584
USA,Canada,Train,477.8793705
Germany,Italy,Train,2528.190884
Japan,Italy,Sea,117.8161537
China,Brazil,Train,1681.227204
USA,London,Air,12.16242101
Germany,Australia,Train,3426.199333
China,Brazil,Sea,62.22617314
Belgium,Italy,Train,986.4072159
China,Brazil,Train,768.5137783
Germany,London,Sea,157.6788319
Japan,Italy,Air,13.2537642
Japan,Canada,Sea,89.95763955
China,London,Train,1586.183112
USA,Canada,Air,16.73156864
Belgium,Italy,Air,25.84066198
Belgium,Canada,Sea,205.2410503
Japan,Australia,Air,13.2838776
Germany,Australia,Air,22.02576375
USA,Australia,Air,0.682941348
USA,London,Sea,259.7538888
China,London,Air,12.74792569
Germany,London,Train,2653.859312
USA,Canada,Train,2795.243705
Belgium,London,Sea,1073.062942
USA,Brazil,Train,712.3815173
Japan,Canada,Train,1230.747781
Belgium,Canada,Air,11.48722188
Japan,Brazil,Sea,399.9047442
Belgium,Australia,Air,10.21224323
Japan,Australia,Air,8.867461286
Belgium,Brazil,Sea,356.8824503
USA,London,Sea,253.9541233
Belgium,Canada,Sea,70.95246736
China,Brazil,Train,293.9353187
Germany,Brazil,Train,7536.342036
USA,London,Sea,75.21927061
China,London,Air,39.90062846
Belgium,Australia,Air,39.02392771
Japan,Australia,Air,4.187254391
Japan,Italy,Air,45.50595471
Germany,Brazil,Sea,520.6145068
Japan,Italy,Sea,50.37954865
Belgium,Canada,Air,1.776053368
Japan,London,Train,3169.78775
Germany,Canada,Train,4709.19515
China,Italy,Air,18.82320493
Germany,Italy,Air,23.67268409
Germany,Brazil,Train,1655.29723
Japan,Canada,Sea,211.2510774
China,Australia,Train,1258.526031
China,Brazil,Sea,54.47997047
Germany,London,Train,2001.112947
Germany,Canada,Air,0.760588536
Germany,Canada,Train,3120.12237
China,Australia,Sea,127.1678565
Japan,London,Sea,111.6819168
Belgium,Canada,Sea,115.9476919
Japan,Brazil,Train,1847.830091
Japan,Australia,Sea,97.28010274
China,Brazil,Train,2145.565949
Belgium,Italy,Air,5.569142853
Germany,London,Train,2016.058858
China,Brazil,Sea,488.718453
China,Canada,Air,6.659600663
Japan,London,Train,529.7101888
USA,Brazil,Train,1111.002969
Japan,London,Train,4666.880202
Japan,London,Air,1.188223888
Germany,Australia,Train,3349.342929
USA,Italy,Train,621.3881697
Japan,Italy,Air,13.71722701
China,Brazil,Sea,785.0063158
Germany,Brazil,Sea,585.7404773
China,Canada,Air,6.802653091
Belgium,Australia,Air,20.50240231
Japan,London,Sea,595.3600181
Belgium,Italy,Air,3.516894229
Germany,Brazil,Sea,346.4159394
USA,Italy,Sea,248.286231
USA,London,Air,10.91260104
Belgium,London,Air,6.298865641
China,Canada,Sea,348.9125109
USA,Australia,Sea,497.8666139
USA,Canada,Air,17.38394555
China,Italy,Air,8.115161214
Japan,Canada,Air,4.514463274
China,Italy,Train,3480.267647
USA,Australia,Sea,456.2615567
Germany,London,Air,8.077376833
China,Italy,Air,14.3432942
China,London,Train,923.8682728
China,Australia,Air,20.35462714
USA,Canada,Train,1222.419399
Belgium,London,Train,1270.516622
USA,Italy,Train,121.4832805
Germany,Australia,Air,0.816776428
China,Brazil,Air,16.6802771
USA,Australia,Train,1583.564867
Belgium,Canada,Air,17.46090956
China,Brazil,Air,8.000799152
Germany,Brazil,Air,5.175855409
Belgium,Brazil,Sea,314.7752443
China,London,Sea,27.67637415
China,London,Air,7.691597922
Belgium,Italy,Sea,66.48795853
USA,Canada,Air,13.74862218
USA,Brazil,Air,14.15135933
Japan,London,Air,1.78364623
Japan,Canada,Air,0.565405658
Japan,London,Train,1712.479493
USA,Australia,Air,2.886900709
China,Australia,Train,1901.461523
Belgium,Australia,Air,21.9290595
Belgium,London,Sea,592.3519552
Germany,Canada,Air,3.331226762
Japan,Brazil,Sea,528.3594461
China,London,Air,6.952054237
Germany,Italy,Air,7.550789099
Belgium,London,Sea,359.8540448
Japan,Brazil,Sea,58.33082799
Germany,London,Sea,241.8246834
Belgium,Italy,Air,3.665965403
Germany,London,Train,834.4061811
Japan,Italy,Sea,240.8797929
Germany,London,Sea,234.5281301
Japan,Australia,Air,28.32148515
USA,Canada,Sea,623.6426809
Belgium,Canada,Train,1474.24301
USA,Australia,Air,6.436474899
USA,Canada,Air,13.48175933
Belgium,London,Train,7960.758979
Belgium,Australia,Sea,75.86098967
China,Australia,Train,2135.974707
Japan,Australia,Sea,542.6925747
Japan,Brazil,Air,6.948505399
Japan,London,Train,1173.628169
USA,London,Air,11.5623387
Belgium,Brazil,Train,1830.726372
Japan,Italy,Train,3261.676259
Belgium,Italy,Train,2230.72612
USA,London,Air,2.48626692
USA,Canada,Train,822.4665715
Japan,Italy,Sea,102.9242156
Germany,Canada,Sea,101.4774255
Germany,Brazil,Train,1313.885722
Belgium,London,Air,24.03735542
USA,Italy,Sea,302.0723518
Belgium,London,Sea,131.2819488
Germany,Canada,Air,3.217420329
USA,Italy,Air,2.924193738
Germany,Australia,Air,8.205485721
China,Italy,Air,15.35032033
Japan,Australia,Air,0.398750261
China,Canada,Train,7748.55879
Germany,Canada,Air,3.035946809
USA,Australia,Sea,352.0579348
Belgium,Canada,Air,2.833724691
USA,Canada,Air,29.05226715
China,London,Air,8.416501477
China,Brazil,Sea,280.2692098
China,Australia,Sea,562.4047539
Belgium,Canada,Air,1.255865366
Germany,Italy,Air,40.29661163
Japan,Australia,Air,6.635724893
China,Italy,Air,2.221928712
China,Australia,Train,4309.28129
Germany,Brazil,Sea,832.874459
Germany,Australia,Air,31.49518516
Japan,Brazil,Sea,342.4365779
China,Australia,Air,56.85164498
Belgium,Brazil,Sea,109.7255746
China,Canada,Sea,442.1058418
Germany,London,Train,2237.375823
USA,Canada,Train,699.7435818
Japan,Canada,Sea,162.935834
USA,London,Sea,40.36823675
USA,London,Train,851.3072138
Japan,London,Sea,476.5329254
Germany,Australia,Train,819.9092678
USA,Italy,Sea,98.11496061
China,London,Air,24.40574068
China,Brazil,Train,344.8843824
Japan,London,Air,23.60623711
Germany,Australia,Air,29.83212618
USA,Canada,Air,2.108426528
Japan,London,Air,9.458421016
Germany,Australia,Sea,330.3570066
Belgium,Australia,Train,2391.752966
China,Brazil,Sea,75.6042054
Japan,Brazil,Air,2.49728149
Belgium,Brazil,Air,7.369710166
China,Canada,Sea,266.4042078
USA,London,Air,8.362361105
USA,Italy,Sea,135.0190632
Germany,Australia,Train,793.1935401
Belgium,London,Air,45.056301
USA,Canada,Sea,503.8768145
Japan,Italy,Train,1244.820297
Japan,London,Train,6198.862868
China,Australia,Air,36.4889495
USA,Canada,Sea,290.6883325
Belgium,Australia,Air,14.53412978
Japan,London,Sea,136.3371867
Germany,Canada,Air,26.87758368
China,Italy,Sea,1039.23734
USA,Canada,Sea,210.0582273
Japan,Australia,Air,5.617247424
Germany,London,Train,2817.472253
Belgium,London,Air,2.069934057
USA,Brazil,Air,13.08772413
Germany,Australia,Air,36.88347347
Japan,Italy,Train,2253.24576
Germany,Australia,Sea,995.0820448
Germany,Australia,Sea,133.1681141
USA,Brazil,Sea,608.4378648
Germany,Brazil,Sea,341.6513433
USA,Australia,Sea,64.63558828
China,Italy,Sea,980.3499618
China,Australia,Sea,300.5621961
Japan,London,Sea,121.1986331
Germany,Australia,Air,12.65374871
USA,Italy,Train,2551.805497
Germany,Australia,Train,1346.744875
Belgium,Australia,Air,33.01962309
Japan,Brazil,Sea,460.584947
Belgium,Brazil,Train,575.2240888
USA,Canada,Air,4.186517198
Germany,Italy,Sea,184.2632472
USA,Brazil,Train,3386.891869
China,Canada,Train,159.4605785
USA,Brazil,Air,7.072824099
Germany,London,Train,5851.179538
USA,Australia,Sea,201.5901482
USA,London,Train,1277.893419
Belgium,Italy,Train,7084.647622
USA,London,Sea,63.20567924
Japan,London,Train,1180.921984
Belgium,Canada,Air,15.53826886
Belgium,London,Air,6.629321193
China,Italy,Air,53.91076968
Japan,Italy,Train,536.4864105
Japan,Canada,Sea,201.4930325
China,London,Train,3908.225314
China,Brazil,Sea,266.699573
Germany,Australia,Train,2660.699324
Japan,Canada,Sea,265.174998
USA,Canada,Air,2.286121402
Belgium,Australia,Train,1801.467551
Japan,Canada,Sea,777.0783416
China,London,Air,5.802229187
Belgium,Australia,Air,5.040431083
Germany,London,Train,4531.82327
USA,Brazil,Air,1.567337085
Belgium,Australia,Air,13.11395308
Belgium,Canada,Sea,273.5816618
USA,Australia,Air,12.87111867
Germany,London,Air,6.976339691
Belgium,Brazil,Train,1443.482092
Japan,Brazil,Air,6.583070905
China,Australia,Sea,1566.757012
Belgium,Canada,Air,7.998925614
Belgium,Italy,Sea,592.9901184
Germany,Canada,Sea,443.0956741
Germany,Canada,Train,1947.523849
Belgium,Brazil,Train,3011.597533
Japan,Australia,Train,1067.04373
Belgium,London,Sea,534.198251
USA,Australia,Air,30.54205467
China,London,Train,1909.526222
Japan,Italy,Air,13.52613877
China,Canada,Train,564.791453
Japan,Italy,Air,36.1899821
USA,Italy,Train,822.3843666
Belgium,London,Train,1413.967254
Japan,Canada,Train,128.1723767
USA,Australia,Air,6.757962576
Belgium,Italy,Train,1103.613017
China,Brazil,Sea,524.7770712
Japan,Brazil,Sea,63.63330528
Japan,Australia,Sea,223.4003955
Germany,Australia,Air,4.821363601
China,Brazil,Train,5874.186312
China,Australia,Air,9.342684146
USA,London,Air,5.089298088
Japan,Italy,Train,1856.873998
China,Australia,Train,3798.569971
USA,Canada,Air,13.44903273
USA,London,Sea,902.2697349
China,London,Train,2904.879098
China,Canada,Sea,163.8892672
Germany,Brazil,Train,2670.11122
Belgium,London,Air,16.39344622
Japan,London,Train,825.5977399
Belgium,Australia,Air,18.42891576
Germany,London,Air,20.28637425
Germany,Canada,Sea,118.9452966
China,Canada,Sea,141.6165806
Belgium,London,Train,1516.507976
USA,Brazil,Air,3.957862447
Japan,London,Sea,712.239961
USA,London,Train,567.1956041
Germany,Australia,Air,23.11009442
USA,London,Train,330.7337002
Germany,Brazil,Train,1136.075851
Germany,Canada,Sea,266.1604573
Belgium,London,Sea,341.4667155
Belgium,Australia,Train,844.4783623
Germany,Brazil,Air,13.48381243
Germany,Canada,Train,1901.744458
China,Italy,Sea,235.8408337
Belgium,Italy,Air,7.532339214
USA,Australia,Train,5427.255947
Belgium,Brazil,Sea,382.7435732
Belgium,Canada,Train,5372.682014
USA,Australia,Train,1521.983747
USA,Italy,Air,44.05039314
China,Brazil,Sea,73.94270643
China,Italy,Sea,470.0749595
Germany,Brazil,Air,4.632785489
Germany,Australia,Air,7.611937933
Germany,London,Air,5.406534051
Germany,Italy,Air,24.00316166
USA,Australia,Sea,1076.063393
Japan,Canada,Sea,55.86567301
China,Australia,Train,733.9804161
Japan,London,Air,1.424604245
Belgium,Canada,Sea,350.958407
Belgium,London,Train,5885.52536
Japan,London,Sea,912.5710703
Germany,Australia,Air,18.24052937
Germany,Canada,Train,2307.758505
Japan,Canada,Air,11.40182126
Germany,Brazil,Sea,314.9896526
Germany,London,Air,2.064731976
USA,London,Air,60.55597354
Japan,London,Train,5015.256421
Japan,Italy,Sea,166.6477878
Japan,Italy,Air,2.879275133
China,Canada,Air,11.1656699
China,Canada,Train,983.9173116
Belgium,Brazil,Sea,329.6336709
USA,Australia,Air,3.01059985
China,London,Sea,25.58039727
Japan,Italy,Sea,886.4876629
China,Brazil,Sea,45.93079142
Belgium,Brazil,Train,3259.408487
Japan,Australia,Train,1272.418104
Japan,Canada,Air,8.807277252
Germany,Italy,Air,1.472800423
Japan,Italy,Air,10.80556243
Japan,London,Air,4.417313549
Japan,Australia,Air,16.70951431
Japan,London,Sea,801.3046542
Japan,Australia,Train,3189.56852
China,Canada,Train,3782.872009
USA,Canada,Air,12.97588202
Germany,Canada,Air,64.82406313
Belgium,Australia,Sea,873.3785467
USA,Brazil,Sea,388.1342472
Germany,Italy,Air,6.202806801
Belgium,Brazil,Sea,108.8735716
USA,Italy,Sea,826.6399994
Germany,Canada,Air,1.730294882
Japan,Canada,Air,5.294360412
Japan,Canada,Sea,422.9993896
Belgium,Italy,Air,7.151021224
Germany,London,Air,11.45255387
China,Canada,Sea,845.8510378
Belgium,Brazil,Sea,96.60925295
Germany,Italy,Sea,71.08550951
China,Brazil,Train,723.4217765
Belgium,London,Air,4.980726936
Japan,Australia,Train,422.1734563
Japan,London,Air,2.661971967
Germany,London,Sea,145.6382677
China,Australia,Air,14.44966467
USA,Italy,Sea,186.277116
USA,Canada,Sea,1207.469387
USA,Italy,Air,20.41775556
China,Australia,Air,1.569436392
Germany,London,Sea,391.3592078
Belgium,Italy,Sea,101.952993
Germany,Canada,Air,12.75273528
China,Brazil,Air,2.992665583
Belgium,Canada,Train,722.8925498
Belgium,Italy,Sea,480.6090006
Japan,London,Air,9.350134241
Japan,Canada,Sea,957.6499026
USA,London,Sea,419.6849645
USA,Australia,Air,3.640281262
China,Canada,Air,49.56768279
Germany,Canada,Air,24.82695397
Japan,Italy,Sea,458.6342378
USA,Brazil,Air,24.51320316
USA,Brazil,Train,3333.727379
Germany,London,Sea,309.5605505
China,Italy,Train,2803.726589
USA,Italy,Sea,132.8882153
China,Italy,Air,19.46621283
USA,Canada,Train,1220.361638
Belgium,London,Train,470.8317733
Germany,Brazil,Air,3.469918994
Belgium,Australia,Train,2899.446302
Belgium,Australia,Air,13.07633365
Germany,London,Train,9628.490225
Belgium,London,Sea,50.53824482
Japan,Brazil,Train,1008.974543
Belgium,London,Sea,366.037603
USA,Australia,Sea,336.1905389
Germany,Brazil,Air,6.907984684
Germany,Brazil,Sea,523.126494
Japan,Brazil,Air,3.249967011
Japan,Brazil,Train,1044.219652
Japan,Brazil,Sea,384.852733
Japan,Brazil,Sea,315.2825683
Japan,Canada,Sea,191.2966981
Belgium,Canada,Train,3357.49248
Japan,Australia,Train,2079.857222
Japan,Australia,Train,475.916589
USA,Canada,Sea,427.928851
China,London,Air,3.277913468
Belgium,Australia,Train,4240.542175
USA,Canada,Air,21.45839798
USA,Italy,Sea,150.3866906
Japan,Brazil,Train,2667.610181
Belgium,Italy,Air,9.934581134
Germany,London,Air,4.391028521
China,Australia,Air,23.04066644
Japan,Canada,Train,4862.482722
Japan,Canada,Train,434.1666387
USA,London,Air,18.02343038
China,Australia,Sea,219.2795839
Japan,London,Air,19.22632885
Germany,Brazil,Sea,524.2102213
Japan,Italy,Train,1955.210657
USA,Canada,Air,3.529881183
USA,Canada,Sea,11.61406592
Belgium,Canada,Sea,79.10829127
Japan,Australia,Train,866.1678636
USA,Italy,Sea,289.4299287
Germany,London,Train,1013.306336
Belgium,Brazil,Air,19.58849854
USA,Canada,Sea,478.2845811
USA,Canada,Train,1436.177179
Japan,London,Train,1248.883483
Belgium,Australia,Air,1.391327507
Germany,London,Air,19.20798765
China,Australia,Sea,601.6101665
Japan,Australia,Air,7.089875764
Germany,Canada,Sea,628.4729573
Belgium,Australia,Train,607.6284059
Japan,Canada,Train,2329.625013
Japan,Australia,Sea,136.0345356
Germany,Italy,Sea,324.1136943
Belgium,Canada,Air,37.07577123
Germany,Italy,Train,3124.563652
Belgium,Brazil,Train,3663.523828
Germany,Italy,Sea,261.0914855
China,Canada,Sea,102.2502287
Japan,Italy,Train,1628.693939
Belgium,Canada,Train,1246.558238
USA,Italy,Air,13.31742894
Belgium,Canada,Train,2455.707123
USA,Italy,Air,6.076693061
USA,London,Air,12.88011142
China,Brazil,Train,3198.872733
USA,Australia,Train,3289.714703
Belgium,London,Train,5790.285529
Belgium,Australia,Sea,155.876654
USA,London,Train,5928.298305
Germany,Australia,Air,5.730309691
USA,London,Train,2168.138348
USA,Australia,Sea,76.68697391
China,London,Train,748.4517109
Germany,Australia,Sea,73.89230663
China,Australia,Train,1451.015163
USA,Brazil,Sea,46.12966267
Japan,Brazil,Air,14.70244534
Japan,Canada,Sea,302.5593483
USA,London,Train,410.5731581
USA,Italy,Sea,197.4896447
Belgium,Italy,Sea,419.9702761
Belgium,London,Sea,304.5363956
Japan,Australia,Train,835.1744944
USA,Italy,Sea,403.5892607
USA,Brazil,Sea,297.4377036
Belgium,Canada,Air,5.639207684
USA,Australia,Air,17.33024949
China,London,Train,5887.883774
USA,London,Train,1925.557105
USA,Canada,Train,5784.557535
Germany,Brazil,Sea,412.4888078
USA,Italy,Air,8.036582382
China,Italy,Air,11.30634524
China,Canada,Air,17.36376116
Germany,Brazil,Air,1.710457249
Germany,Canada,Air,12.20489918
Germany,Canada,Air,31.25498417
China,Brazil,Air,23.2397219
USA,Italy,Train,1113.047789
Germany,Canada,Sea,577.5507082
Japan,Australia,Train,2222.787859
USA,Brazil,Sea,147.7053086
Belgium,Brazil,Train,4992.587431
Belgium,London,Sea,468.6209001
Germany,London,Air,21.69184391
China,Brazil,Train,222.711668
Japan,Italy,Train,1559.769407
China,Australia,Air,3.926934131
Japan,Canada,Sea,34.73682681
China,Brazil,Train,150.9915307
Germany,London,Sea,71.70842074
Belgium,Italy,Air,3.143161317
China,London,Train,3262.302568
Belgium,London,Air,7.474616359
Belgium,London,Air,85.51527142
China,Australia,Train,784.9401331
Germany,Italy,Train,905.639439
Belgium,London,Sea,92.66978494
USA,Canada,Sea,125.4095228
Germany,Brazil,Sea,209.2835671
China,Australia,Train,715.9842363
Japan,Brazil,Air,34.13687602
USA,Italy,Sea,203.2548549
USA,Italy,Sea,168.8709616
China,Italy,Sea,318.6688126
China,Canada,Air,25.48152326
Belgium,Australia,Sea,431.7287388
China,Italy,Air,11.76908705
Germany,Brazil,Air,23.78428509
Germany,London,Train,2578.683875
USA,Canada,Air,21.37440403
China,Italy,Air,7.333593426
Germany,Italy,Sea,763.2016361
China,Australia,Train,1836.309519
Belgium,Brazil,Train,2968.792311
China,London,Train,9660.106643
Japan,Australia,Train,4982.254647
China,London,Sea,204.3010058
Japan,Italy,Air,16.57550871
Belgium,Canada,Air,4.227083212
Germany,Australia,Sea,34.67966009
China,Australia,Train,5578.482836
China,Brazil,Sea,145.4708275
Germany,Italy,Sea,212.3368399
China,Italy,Sea,158.1575214
China,Australia,Air,1.682659009
Belgium,Italy,Sea,123.3592616
USA,London,Train,2839.851914
Germany,Brazil,Sea,494.3794093
Belgium,Italy,Sea,351.8453214
Belgium,London,Train,1476.657122
USA,Italy,Air,8.884544022
Belgium,Brazil,Sea,132.4151696
USA,London,Train,3986.669296
Germany,Italy,Air,1.088902441
USA,Italy,Sea,291.8331493
Belgium,London,Air,8.587578474
Germany,Italy,Train,518.9076331
China,Canada,Air,4.21733795
Belgium,Italy,Air,2.767915121
China,Australia,Train,2610.507963
USA,Canada,Air,16.42718164
China,London,Sea,314.3690163
China,Canada,Train,775.6768155
China,Brazil,Train,686.431733
Japan,Canada,Air,16.5384248
USA,Italy,Air,7.367218684
Belgium,Australia,Sea,543.1593104
China,Italy,Train,1121.302769
China,Italy,Air,13.48218236
Germany,Italy,Sea,248.1354878
Germany,Australia,Air,5.418285487
China,Italy,Sea,424.6920954
China,London,Air,34.84906393
Japan,Canada,Air,17.52129826
Belgium,Australia,Air,10.45061793
Japan,Canada,Air,8.682074168
USA,Brazil,Sea,218.7832714
USA,London,Air,13.50576082
Belgium,Italy,Train,869.0417994
Germany,Brazil,Air,2.636987922
USA,Australia,Air,9.629924833
China,Italy,Air,8.707635385
USA,Canada,Air,8.515849397
Japan,Brazil,Train,2509.826504
China,Brazil,Sea,476.9883406
USA,Brazil,Air,5.617314879
Germany,Australia,Sea,194.1133342
Japan,Australia,Train,2141.236427
Germany,Australia,Sea,157.2512161
Japan,Italy,Train,3565.525275
USA,Brazil,Train,2976.103759
Germany,Brazil,Sea,1097.112087
USA,London,Train,889.9853954
USA,Australia,Train,4345.918574
Belgium,Australia,Air,27.29874915
Belgium,Canada,Sea,297.8985505
Japan,Australia,Train,1454.195662
USA,Brazil,Train,324.6358474
Japan,Brazil,Air,36.07466864
Belgium,London,Sea,82.50802391
Japan,Brazil,Sea,74.41685972
USA,Canada,Train,282.0138763
Germany,Canada,Air,17.22614237
China,Italy,Air,25.68705366
USA,Italy,Train,3371.385468
Japan,Australia,Air,2.005676202
Germany,Australia,Train,9080.823426
USA,Italy,Air,11.07844894
Belgium,Australia,Sea,226.2724029
Belgium,London,Air,6.59254336
Belgium,Canada,Air,14.01022839
USA,London,Sea,705.8728534
Germany,Canada,Sea,491.5672383
China,London,Air,11.9474827
Japan,Italy,Train,942.971404
China,London,Air,26.05410315
Belgium,London,Sea,394.9125219
Germany,Canada,Sea,40.97699846
Belgium,Australia,Train,1010.347953
Germany,London,Train,863.0772337
China,Australia,Sea,102.4019072
China,London,Sea,18.7234193
